original_page,original_name_jp,original_name_cn,first_release_work,first_release_date,first_release_date_raw,arrangement_count,vocal_count,arrange_count,dated_arrangement_count,undated_arrangement_count,timeline_available,source_page_url,source_frontend_url,count_basis,observed_at_utc
剧毒身体 ～ Forsaken Doll,ポイズンボディ　～ Forsaken Doll,剧毒身体　～ Forsaken Doll,东方花映塚,2005-08-14,1/2005/8/14,459,130,329,457,2,True,https://thwiki.cc/%E5%89%A7%E6%AF%92%E8%BA%AB%E4%BD%93_%EF%BD%9E_Forsaken_Doll,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
勇敢又慵懒的妖兽,勇敢で有閑な妖獣,勇敢又慵懒的妖兽,东方兽王园,2023-08-13,1/2023/8/13,43,10,33,43,0,True,https://thwiki.cc/%E5%8B%87%E6%95%A2%E5%8F%88%E6%85%B5%E6%87%92%E7%9A%84%E5%A6%96%E5%85%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
千年幻想乡 ～ History of the Moon,千年幻想郷　～ History of the Moon,千年幻想乡　～ History of the Moon,东方永夜抄,2004-08-15,1/2004/8/15,1983,585,1398,1980,3,True,https://thwiki.cc/%E5%8D%83%E5%B9%B4%E5%B9%BB%E6%83%B3%E4%B9%A1_%EF%BD%9E_History_of_the_Moon,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
午夜的妖精舞会,真夜中のフェアリーダンス,午夜的妖精舞会,妖精大战争,2010-08-14,1/2010/8/14,276,55,221,275,1,True,https://thwiki.cc/%E5%8D%88%E5%A4%9C%E7%9A%84%E5%A6%96%E7%B2%BE%E8%88%9E%E4%BC%9A,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
华之幻想 红梦之宙,華の幻想　紅夢の宙,华之幻想 红梦之宙,秋霜玉体验版,2000-08-12,1/2000/8/12,12,1,11,12,0,True,https://thwiki.cc/%E5%8D%8E%E4%B9%8B%E5%B9%BB%E6%83%B3_%E7%BA%A2%E6%A2%A6%E4%B9%8B%E5%AE%99,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
华狭间的战场,華狭間のバトルフィールド,华狭间的战场,东方深秘录,2015-05-10,1/2015/5/10,204,58,146,203,1,True,https://thwiki.cc/%E5%8D%8E%E7%8B%AD%E9%97%B4%E7%9A%84%E6%88%98%E5%9C%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
华胥之梦,華胥の夢,华胥之梦,梦违科学世纪,2004-12-30,1/2004/12/30,131,35,96,131,0,True,https://thwiki.cc/%E5%8D%8E%E8%83%A5%E4%B9%8B%E6%A2%A6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
博丽 ～Eastern Wind,博麗　～Eastern Wind,博丽　～Eastern Wind,东方封魔录,1997-08-15,1/1997/8/15,112,24,88,112,0,True,https://thwiki.cc/%E5%8D%9A%E4%B8%BD_%EF%BD%9EEastern_Wind,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
博丽神社境内,博麗神社境内,博丽神社境内,东方怪绮谈,1998-12-30,1/1998/12/30,71,10,61,70,1,True,https://thwiki.cc/%E5%8D%9A%E4%B8%BD%E7%A5%9E%E7%A4%BE%E5%A2%83%E5%86%85,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
卡纳维拉尔角的梦幻少女,カナベラルの夢幻少女,卡纳维拉尔角的梦幻少女,秋霜玉,2000-12-30,1/2000/12/30,19,0,19,19,0,True,https://thwiki.cc/%E5%8D%A1%E7%BA%B3%E7%BB%B4%E6%8B%89%E5%B0%94%E8%A7%92%E7%9A%84%E6%A2%A6%E5%B9%BB%E5%B0%91%E5%A5%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
卢舍那佛遗址,盧舎那仏遺構,卢舍那佛遗址,灵长新益京,2026-08-16,1/2026/8/16,0,0,0,0,0,True,https://thwiki.cc/%E5%8D%A2%E8%88%8D%E9%82%A3%E4%BD%9B%E9%81%97%E5%9D%80,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
卫星露天咖啡座,衛星カフェテラス,卫星露天咖啡座,大空魔术,2006-08-13,1/2006/8/13,498,160,338,498,0,True,https://thwiki.cc/%E5%8D%AB%E6%98%9F%E9%9C%B2%E5%A4%A9%E5%92%96%E5%95%A1%E5%BA%A7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
卫星鸟船,衛星トリフネ,卫星鸟船,鸟船遗迹,2012-04-30,1/2012/4/30,203,53,150,202,1,True,https://thwiki.cc/%E5%8D%AB%E6%98%9F%E9%B8%9F%E8%88%B9,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
即便为世间所遗忘,例え世界から忘れられても,即便为世间所遗忘,东方锦上京体验版,2025-05-05,1/2025/5/5,23,6,17,23,0,True,https://thwiki.cc/%E5%8D%B3%E4%BE%BF%E4%B8%BA%E4%B8%96%E9%97%B4%E6%89%80%E9%81%97%E5%BF%98,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
厄神降临之路 ～ Dark Road,厄神様の通り道　～ Dark Road,厄神降临之路　～ Dark Road,东方风神录体验版,2007-05-20,1/2007/5/20,1222,490,732,1218,4,True,https://thwiki.cc/%E5%8E%84%E7%A5%9E%E9%99%8D%E4%B8%B4%E4%B9%8B%E8%B7%AF_%EF%BD%9E_Dark_Road,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
原初的节拍 ～ Pristine Beat,始原のビート　～ Pristine Beat,原初的节拍　～ Pristine Beat,东方辉针城,2013-08-12,1/2013/8/12,476,172,304,474,2,True,https://thwiki.cc/%E5%8E%9F%E5%88%9D%E7%9A%84%E8%8A%82%E6%8B%8D_%EF%BD%9E_Pristine_Beat,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
双壳贝上的幻觉,二枚貝の上のハルシネーション,双壳贝上的幻觉,东方锦上京,2025-08-17,1/2025/8/17,48,13,35,48,0,True,https://thwiki.cc/%E5%8F%8C%E5%A3%B3%E8%B4%9D%E4%B8%8A%E7%9A%84%E5%B9%BB%E8%A7%89,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
古老的元神,古きユアンシェン,古老的元神,东方神灵庙,2011-08-13,1/2011/8/13,747,284,463,747,0,True,https://thwiki.cc/%E5%8F%A4%E8%80%81%E7%9A%84%E5%85%83%E7%A5%9E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
古老的冥界寺,古の冥界寺,古老的冥界寺,莲台野夜行,2003-12-30,1/2003/12/30,140,38,102,140,0,True,https://thwiki.cc/%E5%8F%A4%E8%80%81%E7%9A%84%E5%86%A5%E7%95%8C%E5%AF%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
另一侧的月,向こう側の月,另一侧的月,大空魔术,2006-08-13,1/2006/8/13,317,99,218,314,3,True,https://thwiki.cc/%E5%8F%A6%E4%B8%80%E4%BE%A7%E7%9A%84%E6%9C%88,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
只有地藏知晓的哀叹,地蔵だけが知る哀嘆,只有地藏知晓的哀叹,东方鬼形兽体验版,2019-05-05,1/2019/5/5,174,52,122,174,0,True,https://thwiki.cc/%E5%8F%AA%E6%9C%89%E5%9C%B0%E8%97%8F%E7%9F%A5%E6%99%93%E7%9A%84%E5%93%80%E5%8F%B9,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
可悲的人偶 ～ Doll of Misery,悲しき人形　～ Doll of Misery,可悲的人偶　～ Doll of Misery,东方怪绮谈,1998-12-30,1/1998/12/30,106,27,79,104,2,True,https://thwiki.cc/%E5%8F%AF%E6%82%B2%E7%9A%84%E4%BA%BA%E5%81%B6_%EF%BD%9E_Doll_of_Misery,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
可爱的大战争叠奏曲,可愛い大戦争のリフレーン,可爱的大战争叠奏曲,东方三月精S2,2009-02-18,1/2009/2/18,182,43,139,181,1,True,https://thwiki.cc/%E5%8F%AF%E7%88%B1%E7%9A%84%E5%A4%A7%E6%88%98%E4%BA%89%E5%8F%A0%E5%A5%8F%E6%9B%B2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
可爱的恶魔 ～ Innocence,かわいい悪魔　～ Innocence,可爱的恶魔　～ Innocence,东方幻想乡,1998-08-14,1/1998/8/14,101,9,92,99,2,True,https://thwiki.cc/%E5%8F%AF%E7%88%B1%E7%9A%84%E6%81%B6%E9%AD%94_%EF%BD%9E_Innocence,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
各自的结局,各々の結末,各自的结局,东方深秘录,2015-05-10,1/2015/5/10,3,1,2,3,0,True,https://thwiki.cc/%E5%90%84%E8%87%AA%E7%9A%84%E7%BB%93%E5%B1%80,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
合缘奇缘,合縁奇縁,合缘奇缘,东方凭依华,2017-12-29,1/2017/12/29,1,0,1,1,0,True,https://thwiki.cc/%E5%90%88%E7%BC%98%E5%A5%87%E7%BC%98,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
同归于尽,死なばもろとも,同归于尽,东方灵异传,1996-11-03,1/1996/11/3,83,21,62,81,2,True,https://thwiki.cc/%E5%90%8C%E5%BD%92%E4%BA%8E%E5%B0%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
后院的妖怪参拜道,妖怪裏参道,后院的妖怪参拜道,东方神灵庙,2011-08-13,1/2011/8/13,294,101,193,294,0,True,https://thwiki.cc/%E5%90%8E%E9%99%A2%E7%9A%84%E5%A6%96%E6%80%AA%E5%8F%82%E6%8B%9C%E9%81%93,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
含苞待放的凭依华,未だ蕾む憑依華,含苞待放的凭依华,东方凭依华,2017-12-29,1/2017/12/29,2,0,2,2,0,True,https://thwiki.cc/%E5%90%AB%E8%8B%9E%E5%BE%85%E6%94%BE%E7%9A%84%E5%87%AD%E4%BE%9D%E5%8D%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
吸血怪兽卓柏卡布拉,吸血怪獣チュパカブラ,吸血怪兽卓柏卡布拉,东方兽王园,2023-08-13,1/2023/8/13,73,30,43,73,0,True,https://thwiki.cc/%E5%90%B8%E8%A1%80%E6%80%AA%E5%85%BD%E5%8D%93%E6%9F%8F%E5%8D%A1%E5%B8%83%E6%8B%89,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
命运的阴暗面,運命のダークサイド,命运的阴暗面,东方风神录体验版,2007-05-20,1/2007/5/20,1058,363,695,1056,2,True,https://thwiki.cc/%E5%91%BD%E8%BF%90%E7%9A%84%E9%98%B4%E6%9A%97%E9%9D%A2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
哈德曼的妖怪少女,ハルトマンの妖怪少女,哈德曼的妖怪少女,东方地灵殿,2008-08-16,1/2008/8/16,2820,861,1959,2807,13,True,https://thwiki.cc/%E5%93%88%E5%BE%B7%E6%9B%BC%E7%9A%84%E5%A6%96%E6%80%AA%E5%B0%91%E5%A5%B3,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
嘲讽的游戏,嘲りの遊戯,嘲讽的游戏,东方绯想天,2008-05-25,1/2008/5/25,21,3,18,21,0,True,https://thwiki.cc/%E5%98%B2%E8%AE%BD%E7%9A%84%E6%B8%B8%E6%88%8F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
噩梦日记,悪夢日記,噩梦日记,秘封噩梦日记,2018-08-10,1/2018/8/10,38,9,29,38,0,True,https://thwiki.cc/%E5%99%A9%E6%A2%A6%E6%97%A5%E8%AE%B0,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
回忆京都,レトロスペクティブ京都,回忆京都,东方文花帖,2005-12-30,1/2005/12/30,807,263,544,806,1,True,https://thwiki.cc/%E5%9B%9E%E5%BF%86%E4%BA%AC%E9%83%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
因夜失眠,夜だから眠れない,因夜失眠,东方三月精E,2007-01-26,1/2007/1/26,155,36,119,154,1,True,https://thwiki.cc/%E5%9B%A0%E5%A4%9C%E5%A4%B1%E7%9C%A0,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
圣德传说 ～ True Administrator,聖徳伝説　～ True Administrator,圣德传说　～ True Administrator,东方神灵庙,2011-08-13,1/2011/8/13,795,247,548,794,1,True,https://thwiki.cc/%E5%9C%A3%E5%BE%B7%E4%BC%A0%E8%AF%B4_%EF%BD%9E_True_Administrator,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
圣德太子的天马 ～ Dark Pegasus,聖徳太子のペガサス　～ Dark Pegasus,圣德太子的天马　～ Dark Pegasus,东方鬼形兽,2019-08-12,1/2019/8/12,175,53,122,175,0,True,https://thwiki.cc/%E5%9C%A3%E5%BE%B7%E5%A4%AA%E5%AD%90%E7%9A%84%E5%A4%A9%E9%A9%AC_%EF%BD%9E_Dark_Pegasus,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
圣辇船飞向天空,聖輦船空を往く,圣辇船飞向天空,东方凭依华体验版秋准备篇,2017-10-15,1/2017/10/15,7,1,6,6,1,True,https://thwiki.cc/%E5%9C%A3%E8%BE%87%E8%88%B9%E9%A3%9E%E5%90%91%E5%A4%A9%E7%A9%BA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
在深绿的狸森里,深緑の狸森にて,在深绿的狸森里,东方凭依华,2017-12-29,1/2017/12/29,6,4,2,6,0,True,https://thwiki.cc/%E5%9C%A8%E6%B7%B1%E7%BB%BF%E7%9A%84%E7%8B%B8%E6%A3%AE%E9%87%8C,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
在美妙的墓地里住下吧,素敵な墓場で暮しましょ,在美妙的墓地里住下吧,东方神灵庙体验版,2011-05-08,1/2011/5/8,359,111,248,358,1,True,https://thwiki.cc/%E5%9C%A8%E7%BE%8E%E5%A6%99%E7%9A%84%E5%A2%93%E5%9C%B0%E9%87%8C%E4%BD%8F%E4%B8%8B%E5%90%A7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
地之色乃黄色,地の色は黄色,地之色乃黄色,东方绯想天,2008-05-25,1/2008/5/25,55,5,50,55,0,True,https://thwiki.cc/%E5%9C%B0%E4%B9%8B%E8%89%B2%E4%B9%83%E9%BB%84%E8%89%B2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
地底绽放的蔷薇,地底に咲く薔薇,地底绽放的蔷薇,东方凭依华,2017-12-29,1/2017/12/29,12,5,7,12,0,True,https://thwiki.cc/%E5%9C%B0%E5%BA%95%E7%BB%BD%E6%94%BE%E7%9A%84%E8%94%B7%E8%96%87,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
地灵们的归家,地霊達の帰宅,地灵们的归家,东方地灵殿,2008-08-16,1/2008/8/16,110,21,89,108,2,True,https://thwiki.cc/%E5%9C%B0%E7%81%B5%E4%BB%AC%E7%9A%84%E5%BD%92%E5%AE%B6,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
地灵们的起床,地霊達の起床,地灵们的起床,东方地灵殿体验版,2008-05-25,1/2008/5/25,273,20,253,271,2,True,https://thwiki.cc/%E5%9C%B0%E7%81%B5%E4%BB%AC%E7%9A%84%E8%B5%B7%E5%BA%8A,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
复仇女神的要塞,ネメシスの要塞,复仇女神的要塞,东方文花帖DS,2010-03-14,1/2010/3/14,112,27,85,112,0,True,https://thwiki.cc/%E5%A4%8D%E4%BB%87%E5%A5%B3%E7%A5%9E%E7%9A%84%E8%A6%81%E5%A1%9E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
夏明,夏明き,夏明,东方萃梦想,2004-12-30,1/2004/12/30,9,0,9,9,0,True,https://thwiki.cc/%E5%A4%8F%E6%98%8E,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
夕阳下落,陽落ちて,夕阳下落,东方怪绮谈,1998-12-30,1/1998/12/30,30,11,19,30,0,True,https://thwiki.cc/%E5%A4%95%E9%98%B3%E4%B8%8B%E8%90%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
外界民俗,外界フォークロア,外界民俗,东方深秘录,2015-05-10,1/2015/5/10,28,4,24,28,0,True,https://thwiki.cc/%E5%A4%96%E7%95%8C%E6%B0%91%E4%BF%97,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
夜幕降临 ～ Evening Star,夜が降りてくる　～ Evening Star,夜幕降临　～ Evening Star,东方萃梦想,2004-12-30,1/2004/12/30,484,133,351,483,1,True,https://thwiki.cc/%E5%A4%9C%E5%B9%95%E9%99%8D%E4%B8%B4_%EF%BD%9E_Evening_Star,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
夜空中的UFO恋曲,夜空のユーフォーロマンス,夜空中的UFO恋曲,东方星莲船,2009-08-15,1/2009/8/15,430,147,283,427,3,True,https://thwiki.cc/%E5%A4%9C%E7%A9%BA%E4%B8%AD%E7%9A%84UFO%E6%81%8B%E6%9B%B2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
夜雀的歌声 ～ Night Bird,夜雀の歌声　～ Night Bird,夜雀的歌声　～ Night Bird,东方永夜抄体验版,2004-04-18,1/2004/4/18,802,269,533,799,3,True,https://thwiki.cc/%E5%A4%9C%E9%9B%80%E7%9A%84%E6%AD%8C%E5%A3%B0_%EF%BD%9E_Night_Bird,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
大吉猫咪,大吉キトゥン,大吉猫咪,东方虹龙洞体验版,2021-03-21,1/2021/3/21,197,70,127,197,0,True,https://thwiki.cc/%E5%A4%A7%E5%90%89%E7%8C%AB%E5%92%AA,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
大地之底，刚欲之海,大地の底、剛欲の海,大地之底，刚欲之海,东方刚欲异闻,2021-10-24,1/2021/10/24,8,1,7,8,0,True,https://thwiki.cc/%E5%A4%A7%E5%9C%B0%E4%B9%8B%E5%BA%95%EF%BC%8C%E5%88%9A%E6%AC%B2%E4%B9%8B%E6%B5%B7,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
大江山的花之酒宴,華のさかづき大江山,大江山的花之酒宴,东方地灵殿体验版,2008-05-25,1/2008/5/25,669,227,442,665,4,True,https://thwiki.cc/%E5%A4%A7%E6%B1%9F%E5%B1%B1%E7%9A%84%E8%8A%B1%E4%B9%8B%E9%85%92%E5%AE%B4,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
大神神话传,大神神話伝,大神神话传,东方神灵庙,2011-08-13,1/2011/8/13,518,133,385,518,0,True,https://thwiki.cc/%E5%A4%A7%E7%A5%9E%E7%A5%9E%E8%AF%9D%E4%BC%A0,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
大空魔术 ～ Magical Astronomy（曲目）,大空魔術　～ Magical Astronomy,大空魔术　～ Magical Astronomy,大空魔术,2006-08-13,1/2006/8/13,401,145,256,399,2,True,https://thwiki.cc/%E5%A4%A7%E7%A9%BA%E9%AD%94%E6%9C%AF_%EF%BD%9E_Magical_Astronomy%EF%BC%88%E6%9B%B2%E7%9B%AE%EF%BC%89,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天使传说,天使伝説,天使传说,东方灵异传,1996-11-03,1/1996/11/3,65,13,52,65,0,True,https://thwiki.cc/%E5%A4%A9%E4%BD%BF%E4%BC%A0%E8%AF%B4,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天狗正凝视着 ～ Black Eyes,天狗が見ている　～ Black Eyes,天狗正凝视着　～ Black Eyes,东方文花帖,2005-12-30,1/2005/12/30,309,108,201,308,1,True,https://thwiki.cc/%E5%A4%A9%E7%8B%97%E6%AD%A3%E5%87%9D%E8%A7%86%E7%9D%80_%EF%BD%9E_Black_Eyes,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天狗的笔记 ～ Mysterious Note,天狗の手帖　～ Mysterious Note,天狗的笔记　～ Mysterious Note,东方文花帖,2005-12-30,1/2005/12/30,155,15,140,153,2,True,https://thwiki.cc/%E5%A4%A9%E7%8B%97%E7%9A%84%E7%AC%94%E8%AE%B0_%EF%BD%9E_Mysterious_Note,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天理人欲,天理人欲,天理人欲,东方刚欲异闻,2021-10-24,1/2021/10/24,6,0,6,6,0,True,https://thwiki.cc/%E5%A4%A9%E7%90%86%E4%BA%BA%E6%AC%B2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天空军团,天空アーミー,天空军团,秋霜玉体验版,2000-08-12,1/2000/8/12,23,1,22,23,0,True,https://thwiki.cc/%E5%A4%A9%E7%A9%BA%E5%86%9B%E5%9B%A2,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天空的格林尼治,天空のグリニッジ,天空的格林尼治,大空魔术,2006-08-13,1/2006/8/13,947,294,653,944,3,True,https://thwiki.cc/%E5%A4%A9%E7%A9%BA%E7%9A%84%E6%A0%BC%E6%9E%97%E5%B0%BC%E6%B2%BB,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天空的花都,天空の花の都,天空的花都,东方妖妖梦,2003-08-17,1/2003/8/17,1164,271,893,1156,8,True,https://thwiki.cc/%E5%A4%A9%E7%A9%BA%E7%9A%84%E8%8A%B1%E9%83%BD,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天衣无缝,天衣無縫,天衣无缝,东方绯想天,2008-05-25,1/2008/5/25,189,64,125,189,0,True,https://thwiki.cc/%E5%A4%A9%E8%A1%A3%E6%97%A0%E7%BC%9D,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
天魔之山漫天星,星降る天魔の山,天魔之山漫天星,东方虹龙洞,2021-05-04,1/2021/5/4,179,57,122,178,1,True,https://thwiki.cc/%E5%A4%A9%E9%AD%94%E4%B9%8B%E5%B1%B1%E6%BC%AB%E5%A4%A9%E6%98%9F,https://cd.thwiki.cc/,THBWiki曲目原曲匹配；多原曲混曲会分别计入每个原曲,2026-09-04T07:18:56+00:00
